"Id","providerId","providerName","nameZh","nameEn","pathAttributeId","pathAttributeName","pathAttributeEname","buildPeriod","departureZh","departureEn","destinationZh","destinationEn","realSequence","distance","goFirstBusTime","backFirstBusTime","goLastBusTime","backLastBusTime","peakHeadway","holidayHeadwayDesc","offPeakHeadway","busTimeDesc","holidayGoFirstBusTime","holidayBackFirstBusTime","holidayGoLastBusTime","holidayBackLastBusTime","holidayBusTimeDesc","headwayDesc","holidayPeakHeadway","holidayOffPeakHeadway","segmentBufferZh","segmentBufferEn","ticketPriceDescriptionZh","ticketPriceDescriptionEn"
"16777","16228","淡水區公所","F103","F103","157904","F103","F103","10","捷運淡水站","MRT Tamsui Sta.","華南銀行","HuaNan Commercial Bank","99","99","0530","0530","2140","2140","","經山仔頂 06:00 07:5010:3012:00 15:50 16:40 17：30 經瓦窯坑 05：30 07：50 10：30 12：00 18：10 經千光寺、經腳後崙 08:50 12:00","","","0530","","2140","","","經山仔頂 06:00 07:5010:3012:00 15:50 16:40 17：30 經瓦窯坑 05：30 07：50 10：30 12：00 18：10 經千光寺、經腳後崙 08:50 12:00","","","","","",""
"16761","16228","淡水區公所","F105","F105","157888","F105","F105","10","捷運淡水站","MRT Tamsui Sta.","華南銀行","HuaNan Commercial Bank","99","99","0550","0000","2130","0000","","行駛至頂田寮十四號回程班次05:50 11:30 17:30 反方向行駛10：00 14：30 16：20 19：00  21：30 行駛至正德國中賢校社區16：20 經桂竹圍8號08:20 11:30 15:40 17:30 經崙頂8號05:50 11:30 16:20","","","0550","","2130","","","行駛至頂田寮十四號回程班次05:50 11:30 17:30 反方向行駛10：00 14：30 16：20 19：00  21：30 行駛至正德國中賢校社區16：20 經桂竹圍8號08:20 11:30 15:40 17:30 經崙頂8號05:50 11:30 16:20","","","","","",""
"16763","16228","淡水區公所","F106上午","F106morning","157890","F106上午","F106 morning","10","捷運淡水站","MRT Tamsui Sta.","華南銀行","HuaNan Commercial Bank","99","99","0540","0000","0920","0000","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","0540","","0920","","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","","","",""
"16764","16228","淡水區公所","F106中午","F106noon","157891","F106中午","F106 noon","10","捷運淡水站","MRT Tamsui Sta.","華南銀行","HuaNan Commercial Bank","99","99","1120","0000","1120","0000","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","1120","","1120","","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","","","",""
"16762","16228","淡水區公所","F106下午","F106afternoon","157889","F106下午","F106 afternoon","10","捷運淡水站","MRT Tamsui Sta.","華南銀行","HuaNan Commercial Bank","99","99","1520","0000","1720","0000","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","1520","","1720","","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","","","",""
"16774","16228","淡水區公所","F109","F109","157901","F109","F109","10","捷運淡水站","MRT Tamsui Sta.","華南銀行","HuaNan Commercial Bank","99","99","0520","0520","2100","2100","","回程改駛育英國小淡金路經北投子至捷運站班次06：00 經湖底路06：00 11：00 16：20 延駛至鄒厝崙07：00 11：00 駛至埤島工研醋站後回程班次17:20 18:40 19:50 21:00 延駛至農會倉庫08：10 11：00 14：50 16：20","","","0520","","2100","","","回程改駛育英國小淡金路經北投子至捷運站班次06：00 經湖底路06：00 11：00 16：20 延駛至鄒厝崙07：00 11：00 駛至埤島工研醋站後回程班次17:20 18:40 19:50 21:00 延駛至農會倉庫08：10 11：00 14：50 16：20","","","","","",""
"16767","16228","淡水區公所","F110","F110","157894","F110","F110","10","捷運淡水站","MRT Tamsui Sta.","華南銀行","HuaNan Commercial Bank","99","99","0630","0000","1900","0000","","","","","0630","","1900","","","","","","","","",""
"16768","16228","淡水區公所","F111新民","F111xinmin","157895","F111新民正(新北市)","F111xinmin MRT Tamsui Sta.","10","捷運淡水站","MRT Tamsui Sta.","華南銀行","HuaNan Commercial Bank","99","99","0900","0720","2140","2050","","","","","0900","","2140","","","","","","","","",""
"16768","16228","淡水區公所","F111新民","F111xinmin","158972","F111新民返(新北市)","F111xinmin","10","捷運淡水站","MRT Tamsui Sta.","華南銀行","HuaNan Commercial Bank","99","99","0900","0720","2140","2050","","","","","0900","","2140","","","","","","","","",""
"16772","16228","淡水區公所","F112","F112","157899","F112","F112","10","捷運淡水站","MRT Tamsui Sta.","農會","Farmers Association","99","99","0610","0000","2140","0000","","淡水行政中心07:10 08:00 08:50 09:30 10:30 11:20 12:20 15:00 16:10 16:50 17:30 18:10","","","0610","","2140","","","淡水行政中心07:10 08:00 08:50 09:30 10:30 11:20 12:20 15:00 16:10 16:50 17:30 18:10","","","","","",""
"16792","16230","八里區公所","F121","F121","157919","F121","F121","10","八里國小正門","Bali Elementary School","樂山療養院","Leshan Sanatorium","99","99","0630","0630","1610","1610","","","","","0630","","1610","","","","","","","","",""
"16793","16230","八里區公所","F122","F122","157920","F122","F122","10","八里國小","Bali Elementary School","荖阡坑","Laoqiankeng","99","99","0705","0705","1555","1555","","","","","0705","","1555","","","","","","","","",""
"16794","16230","八里區公所","F123-0640","F123-0640","157921","F123-0640","F123-0640","10","廖添丁廟","Liaotianding Temple","米倉國小","Micang Elementary School","99","99","0640","0640","0640","0640","","","","","0640","0640","0640","0640","","","","","","","",""
"16796","16230","八里區公所","F123-1550","F123-1550","157923","F123-1550","F123-1550","10","廖添丁廟","Liaotianding Temple","米倉國小","Micang Elementary School","99","99","1550","1550","1550","1550","","","","","1550","1550","1550","1550","","","","","","","",""
"16493","16183","大南汽車","綠9北新國小","G9Beixin","157516","綠9北新國小","G9Beixin","10","大香山","Dasiangshan","北新國小","Beixin Elementary School","35","13.5","0550","0550","2155","2155","","","","","0600","0600","2310","2310","","","","","","","一段票","1 segments"
"16493","16183","大南汽車","綠9北新國小","G9Beixin","159221","綠9北新國小大千豪景","G9Beixin1 Daqian Haojing","10","大香山","Dasiangshan","北新國小","Beixin Elementary School","35","13.5","0550","0550","2155","2155","","","","","0600","0600","2310","2310","","","","","","","一段票","1 segments"
"16797","16230","八里區公所","F123-1555","F123-1555","157924","F123-1555","F123-1555","10","廖添丁廟","Liaotianding Temple","八里國中","Bali Junior High School","99","99","1555","1555","1555","1555","","","","","1555","1555","1555","1555","","","","","","","",""
"16798","16230","八里區公所","F125馬偕","F125Mackay","157925","F125馬偕","F125 Mackay","10","馬偕醫院","Mackay Memorial Hospital","廖添丁廟","Liaotianding Temple","99","99","0800","0800","2130","2130","","往廖添丁0900 1240 2130 0800 1500 1730(經樂山教養院) 0830 1030 (接林口長庚醫院) 0930 1330 1700 (經瑞平國小、下罟掩埋場) 1800 (經下罟掩埋場) 往米倉國小1130","","","0800","","2130","","","往廖添丁0900 1240 2130 0800 1500 1730(經樂山教養院) 0830 1030 (接林口長庚醫院) 0930 1330 1700 (經瑞平國小、下罟掩埋場) 1800 (經下罟掩埋場) 往米倉國小1130","","","","","",""
"16799","16230","八里區公所","F125廖添丁","F125Liaotianding","157926","F125廖添丁","F125 Liaotianding","10","廖添丁廟","Liaotianding Temple","馬偕醫院","Mackay Memorial Hospital","99","99","0740","0740","2045","2045","","往馬偕醫院08:00 08:30 09:00 10:00 11:00 12:05(經八里清潔隊) 13:00 14:00 17:00 17:30 20:45(經下罟掩埋場) 米倉國小發車07:40 16:40","","","0740","","2045","","","往馬偕醫院08:00 08:30 09:00 10:00 11:00 12:05(經八里清潔隊) 13:00 14:00 17:00 17:30 20:45(經下罟掩埋場) 米倉國小發車07:40 16:40","","","","","",""
"16800","16230","八里區公所","F126","F126","157927","F126廖添丁廟","F126 Liaotianding Temple","10","廖添丁廟","Liaotianding Temple","長庚醫院","Linkou Chang-Gung Memorial Hospital","99","99","0615","0615","1735","1735","","","","","0615","0615","1735","1735","","","","","","","",""
"16800","16230","八里區公所","F126","F126","158975","F126長庚醫院","F126 Chang-Gung Memorial Hospita","10","廖添丁廟","Liaotianding Temple","長庚醫院","Linkou Chang-Gung Memorial Hospital","99","99","0615","0615","1735","1735","","","","","0615","0615","1735","1735","","","","","","","",""
"16802","16230","八里區公所","F126江厝","F126jiangcuo","157929","F126江厝廖添丁廟","F126 Jiangcuo Liaotianding Temple","10","廖添丁廟","Liaotianding Temple","長庚醫院","Linkou Chang-Gung Memorial Hospital","99","99","0900","0900","1300","1300","","","","","0900","0900","1300","1300","","","","","","","",""
"16802","16230","八里區公所","F126江厝","F126jiangcuo","158976","F126江厝長庚醫院","F126 Jiangcuo Chang-Gung Memorial Hospita","10","廖添丁廟","Liaotianding Temple","長庚醫院","Linkou Chang-Gung Memorial Hospital","99","99","0900","0900","1300","1300","","","","","0900","0900","1300","1300","","","","","","","",""
"16786","16229","三芝區公所","F131","F131","157913","F131三芝國中","F131 Sanzhi Junior High School","10","三芝國中","Sanzhi Junior High School","二號倉庫","No.2 Warehouse","99","99","0620","0700","1730","1810","","星期六、日不徑下蘇宅路口","","","0800","0840","1240","1320","","","","","","","",""
"16786","16229","三芝區公所","F131","F131","159286","F131十八彎","F131  Shibawan","10","三芝國中","Sanzhi Junior High School","二號倉庫","No.2 Warehouse","99","99","0620","0700","1730","1810","","星期六、日不徑下蘇宅路口","","","0800","0840","1240","1320","","","","","","","",""
"16787","16229","三芝區公所","F132","F132","157914","F132","F132","10","二號倉庫","No.2 Warehouse","二坪頂","Second Pingding","99","99","0615","0615","1620","1620","","","","","0850","","1620","","","","","","","","",""
"16782","16229","三芝區公所","F133平日","F133Weekday","157909","F133平日","F133 pingri","10","二號倉庫","No.2 Warehouse","三芝國中","Sanzhi Junior High School","99","99","0620","0620","1620","1620","","","","","","","","","例假日停駛","","","","","","",""
"16785","16229","三芝區公所","F133假日","F133Holiday","157912","F133假日","F133 jiari","10","二號倉庫","No.2 Warehouse","三芝國中","Sanzhi Junior High School","99","99"," "," "," "," ","","","","平日停駛","0800","","1030","","","","","","","","",""
"16783","16229","三芝區公所","F133後店","F133houdian","157910","F133後店","F133 Houdian","10","二號倉庫","No.2 Warehouse","三芝國中","Sanzhi Junior High School","99","99","1710","1710","1710","1710","","例假日停駛","","","","","","","","","","","","","",""
"16784","16229","三芝區公所","F133末班","F133last time","157911","F133末班","F133 moban","10","二號倉庫","No.2 Warehouse","三芝國中","Sanzhi Junior High School","99","99","1740","1740","1740","1740","","例假日停駛","","","","","","","","","","","","","",""
"16778","16229","三芝區公所","F135","F135","157905","F135三芝國中","F135	 Sanzhi Junior High School","10","三芝國中","Sanzhi Junior High School","竹圍馬偕","Zhuwei Mackay Memorial Hospital","99","99","0820","0900","0820","0900","","","","","","","","","週六下午、週日及例假日停駛","","","","","","",""
"16778","16229","三芝區公所","F135","F135","158974","F135竹圍馬偕醫院","F135	 Mackay Memorial Hospital to Houchuwei","10","三芝國中","Sanzhi Junior High School","竹圍馬偕","Zhuwei Mackay Memorial Hospital","99","99","0820","0900","0820","0900","","","","","","","","","週六下午、週日及例假日停駛","","","","","","",""
"16492","16183","大南汽車","綠9耕莘","G9Gengxin","157515","綠9耕莘","G9Gengxin","10","大香山","Dasiangshan","耕莘醫院","Cardinal Tien Hospital","49","15.5","0740","0740","1650","1650","","","","","1530","1530","2100","2100","","","","","","","一段票","1 segments"
"16492","16183","大南汽車","綠9耕莘","G9Gengxin","159220","綠9耕莘大千豪景","G9Gengxin Daqian Haojing","10","大香山","Dasiangshan","耕莘醫院","Cardinal Tien Hospital","49","15.5","0740","0740","1650","1650","","","","","1530","1530","2100","2100","","","","","","","一段票","1 segments"
"16418","16178","新店客運","綠10","G10","157414","綠10","G10","10","景文科技大學","Jin-Wen University of Science and Technology","捷運大坪林站","MRT Dapinglin sta.","73","15.1","0600","0600","2230","2230","","","","配合景文科技大學寒假於1/13-3/1以假日班次行駛","0600","0600","2230","2230","","","","","","","一段票","1 segments"
"16590","16178","新店客運","綠12","G12","157638","綠12坪林站","G12 Pinglin station","10","坪林","Pinglin","捷運新店站","MRT Xindian Sta.","22","28.9","0545","0545","1915","1915","","","","","0600","0600","1915","1915","","","","","小格頭","Xiaogetou","二段票","Charge for 2 sections"
"16590","16178","新店客運","綠12","G12","158951","綠12捷運新店站(新店路)","G12 	 MRT Xindian Sta.(Xindian Rd.)","10","坪林","Pinglin","捷運新店站","MRT Xindian Sta.","22","28.9","0545","0545","1915","1915","","","","","0600","0600","1915","1915","","","","","小格頭","Xiaogetou","二段票","Charge for 2 sections"
"16788","16229","三芝區公所","F136","F136","157915","F136三芝國中","F136 Sanzhi Junior High School","10","三芝國中","Sanzhi Junior High School","三芝熱帶嶼","Sanzhi Tropical Island","99","99","0630","0650","1730","1750","","","","","0800","0820","1030","1050","","","","","","","",""
"16788","16229","三芝區公所","F136","F136","159287","F136參觀台","F136 Sanguantai","10","三芝國中","Sanzhi Junior High School","三芝熱帶嶼","Sanzhi Tropical Island","99","99","0630","0650","1730","1750","","","","","0800","0820","1030","1050","","","","","","","",""
"16789","16229","三芝區公所","F137","F137","157916","F137三芝國中","F137 Sanzhi Junior High School","10","三芝國中","Sanzhi Junior High School","士林新光醫院","Shilin Xinguang General Hospital","99","99","0820","0820","1350","1350","","","","","","","","","週六下午、週日及例假日停駛","","","","","","",""
"16789","16229","三芝區公所","F137","F137","158959","F137士林新光醫院","F137  Xinguang General Hospital","10","三芝國中","Sanzhi Junior High School","士林新光醫院","Shilin Xinguang General Hospital","99","99","0820","0820","1350","1350","","","","","","","","","週六下午、週日及例假日停駛","","","","","","",""
"17509","16229","三芝區公所","F137紅樹林","F137MRT Hongshulin Station","158672","F137紅樹林","F137MRT Hongshulin Station","10","三芝國中","Sanzhi Junior High School","捷運紅樹林站","MRT Hongshulin Sta.","99","99","1720","0000","1720","0000","","08:20、09:50兩班次僅週日行駛","","","0820","","0950","","僅週日行駛","","","","","","",""
"16781","16229","三芝區公所","F138內橫山","F138Neihengshan","157908","F138內橫山","F138 Neihengshan","10","二號倉庫","No.2 Warehouse","三芝國中","Sanzhi Junior High School","99","99","0610","0610","1750","1750","","【妙法寺發車08:20 10:50】","","","0800","","1030","","","【內橫山發車06:30 09:20(妙法寺) 13:25 17:10(妙法寺) 18:10】","","","","","",""
"16780","16229","三芝區公所","F138新古庄","F138new","157907","F138新古庄","F138 new","10","新庄子路口","Xinzhuangzi Rd. Intersection","二號倉庫","No.2 Warehouse","99","99","0640","0640","1730","1730","","","","","0730","","1000","","","平日06:40、16:20延駛至新古庄里12鄰103號前","","","","","",""
"16790","16229","三芝區公所","F139行經台2線","F139","157917","F139行經台2線三芝國中","F139  Sanzhi Junior High School","10","三芝國中","Sanzhi Junior High School","捷運淡水站","MRT Tamsui Sta.","99","99","2250","2250","2250","2250","","","","","","","","","週日停駛","捷運淡水站發車 2330","","","","","",""
"16790","16229","三芝區公所","F139行經台2線","F139","158961","F139行經台2線捷運淡水站","F139 MRT Tamsui Sta.","10","三芝國中","Sanzhi Junior High School","捷運淡水站","MRT Tamsui Sta.","99","99","2250","2250","2250","2250","","","","","","","","","週日停駛","捷運淡水站發車 2330","","","","","",""
"17694","16229","三芝區公所","F139行經101線","F139","158876","F139行經101線三芝國中","F139 Sanzhi Junior High School","10","三芝國中","Sanzhi Junior High School","捷運淡水站","MRT Tamsui Sta.","99","99","1955","1955","1955","1955","","","","","","","","","週日停駛","捷運淡水站發車 2030 2215","","","","","",""
"17694","16229","三芝區公所","F139行經101線","F139","158960","F139行經101線捷運淡水站","F139 MRT Tamsui Sta.","10","三芝國中","Sanzhi Junior High School","捷運淡水站","MRT Tamsui Sta.","99","99","1955","1955","1955","1955","","","","","","","","","週日停駛","捷運淡水站發車 2030 2215","","","","","",""
"16815","16231","石門區公所","F151-0605","F151-0605","157942","F151-0605","F151-0605","10","石門區公所","Shimen District office","十塊厝","Shikuaicuo","99","99","0605","0605","1730","1730","","","","","","","","","例假日停駛","","","","","","",""
"16816","16231","石門區公所","F151-0620","F151-0620","157943","F151-0620","F151-0620","10","石門區公所","Shimen District office","鄭吉宅","Zhengjizhai","99","99","0620","0620","0620","0620","","","","","","","","","例假日停駛","","","","","","",""
"16817","16231","石門區公所","F151-0730","F151-0730","157944","F151-0730","F151-0730","10","石門區公所","Shimen District office","尖仔鹿口","Jianzai Lukou","99","99","0730","0730","0730","0730","","","","","","","","","例假日停駛","","","","","","",""
"16819","16231","石門區公所","F151-1000","F151-1000","157946","F151-1000","F151-1000","10","石門區公所","Shimen District office","尖山湖","Eagle's Nest Lake","99","99","1000","1000","1000","1000","","","","","","","","","例假日停駛","","","","","","",""
"16804","16231","石門區公所","F151-0800","F151-0800","157931","F151-0800","F151-0800","10","石門區公所","Shimen District office","老梅托兒所","Laomei Nursery","99","99","0800","0800","0800","0800","","","","","","","","","例假日停駛","","","","","","",""
"16805","16231","石門區公所","F151-1555","F151-1555","157932","F151-1555","F151-1555","10","石門區公所","Shimen District office","十塊厝","Shikuaicuo","99","99","1555","1555","1555","1555","","","","","","","","","例假日停駛","","","","","","",""
"16806","16231","石門區公所","F151-1625","F151-1625","157933","F151-1625","F151-1625","10","石門區公所","Shimen District office","順天聖母廟","Shuntian Shengmu Temple","99","99","1625","1625","1625","1625","","","","","","","","","例假日停駛","","","","","","",""
"16807","16231","石門區公所","F151-山溪集會所","F151-Shanxijihuisuo","157934","F151-山溪集會所","F151-Shanxijihuisuo","10","石門區公所","Shimen District office","山溪集會所","Shanxi Meeting Hall","99","99","0655","0655","1820","1820","","","","","0655","","1820","","","","","","","","",""
"16834","16231","石門區公所","F152-1800","F152-1800","157961","F152-1800","F152-1800","10","老梅","Laomei","六和山莊橋","Liuhe Village Bridge","99","99","1800","1800","1800","1800","","","","","","","","","例假日停駛","","","","","","",""
"16823","16231","石門區公所","F152-0600","F152-0600","157950","F152-0600","F152-0600","10","老梅","Laomei","新錦豐飯店","Xinjinfeng","99","99","0600","0600","0600","0600","","","","","","","","","例假日停駛","","","","","","",""
"16824","16231","石門區公所","F152-0620","F152-0620","157951","F152-0620","F152-0620","10","老梅","Laomei","楓林路","Fenglin Rd.","99","99","0620","0620","1630","1630","","","","06:20、07:45、17:40班次從老梅發車","","","","","例假日停駛","","","","","","",""
"16824","16231","石門區公所","F152-0620","F152-0620","159404","F152-1630","F152-1630","10","老梅","Laomei","楓林路","Fenglin Rd.","99","99","0620","0620","1630","1630","","","","06:20、07:45、17:40班次從老梅發車","","","","","例假日停駛","","","","","","",""
"16824","16231","石門區公所","F152-0620","F152-0620","159405","F152-1740","F152-1740","10","老梅","Laomei","楓林路","Fenglin Rd.","99","99","0620","0620","1630","1630","","","","06:20、07:45、17:40班次從老梅發車","","","","","例假日停駛","","","","","","",""
"16825","16231","石門區公所","F152-0635","F152-0635","157952","F152-0635","F152-0635","10","老梅","Laomei","豬槽潭","Zhucaotan","99","99","0635","0635","0635","0635","","","","","","","","","例假日停駛","","","","","","",""
"16826","16231","石門區公所","F152-0700","F152-0700","157953","F152-0700","F152-0700","10","老梅","Laomei","德茂村二鄰","Neighbor 2 Demao Village","99","99","0700","0700","0700","0700","","","","","","","","","例假日停駛","","","","","","",""
"16827","16231","石門區公所","F152-0810","F152-0810","157954","F152-0810","F152-0810","10","老梅","Laomei","青山瀑布","Qingshan Waterfall","99","99","0810","0810","0950","0950","","","","","","","","","例假日停駛","","","","","","",""
"16828","16231","石門區公所","F152-0850","F152-0850","157955","F152-0850","F152-0850","10","老梅","Laomei","新錦豐飯店","Xinjinfeng","99","99","0850","0850","0850","0850","","","","","","","","","例假日停駛","","","","","","",""
"16830","16231","石門區公所","F152-1555","F152-1555","157957","F152-1555","F152-1555","10","老梅","Laomei","石門區公所","Taire Factory","99","99","1555","1555","1555","1555","","","","","","","","","例假日停駛","","","","","","",""
"16831","16231","石門區公所","F152-1700","F152-1700","157958","F152-1700","F152-1700","10","老梅","Laomei","樹仔下","Shuzaixia","99","99","1700","1700","1700","1700","","","","","","","","","例假日停駛","","","","","","",""
"16808","16231","石門區公所","F153-0605","F153-0605","157935","F153-0605","F153-0605","10","石門區公所","Shimen District office","草里","Caoli","99","99","0605","0605","0605","0605","","","","","","","","","例假日停駛","","","","","","",""
"16810","16231","石門區公所","F153-0820","F153-0820","157937","F153-0820","F153-0820","10","石門區公所","Shimen District office","飛彈營","Missile Camp","99","99","0820","0820","0820","0820","","","","","","","","","例假日停駛","","","","","","",""
"16812","16231","石門區公所","F153-1550","F153-1550","157939","F153-1550","F153-1550","10","石門區公所","Shimen District office","妙濟寺","Miaoji Temple","99","99","1550","1550","1550","1550","","","","","","","","","例假日停駛","","","","","","",""
"16813","16231","石門區公所","F153-0930","F153-0930","157940","F153-0930","F153-0930","10","石門區公所","Shimen District office","草里","Caoli","99","99","0930","0930","1810","1810","","","","","","","","","例假日停駛","","","","","","",""
"16481","16178","新店客運","綠13","G13","157504","綠13","G13","10","青潭","Qingtan","捷運公館站","MRT Gongguan Sta.","164","22.7","0530","0530","2230","2230","0710","","1015","","0530","0530","2230","2230","","","1515","1515","滬江中學-捷運公館站","Hujiang High School-MRT Gongguan Station","二段票","Charge for 2 sections"
"16814","16231","石門區公所","F153-1730","F153-1730","157941","F153-1730","F153-1730","10","石門區公所","Shimen District office","茂林","Maolin","99","99","1730","1730","1730","1730","","","","","","","","","例假日停駛","","","","","","",""
"16835","16232","新莊區公所","F201","F201","157962","F201新莊區公所","F201 Xinzhuang","10","新莊區公所","Xinzhuang District Office","福德宮","Fude Temple","99","99","0730","0540","1930","1830","","","","","0700","0800","1630","1530","","","","","","","",""
"16835","16232","新莊區公所","F201","F201","158978","F201福德宮","F201 Fude Temple","10","新莊區公所","Xinzhuang District Office","福德宮","Fude Temple","99","99","0730","0540","1930","1830","","","","","0700","0800","1630","1530","","","","","","","",""
"16837","16232","新莊區公所","F202","F202","157964","F202","F202","10","文藝中心","Artcenter","新莊高中","Xinzhuang Senior High School","99","99","0600","0600","2000","2000","","","","","0700","","1700","","","","","","","","",""
"16243","16178","新店客運","綠15","G15","157238","綠15","G15","10","伴山別墅(一)","Banshan Bieshu(1)","捷運大坪林站","MRT Dapinglin sta.","39","27.9","0540","0540","2200","2200","20","","30","","0540","0540","2200","2200","","","20","30","","","一段票","1 segments"
"17663","16232","新莊區公所","F205","F205","158839","F205福興里","F205 Fuxing Village","10","福興里站","Fuxing Station","林口長庚醫院","Linkou Chang Gung Memorial Hospital","99","99","0730","0730","1300","1300","","","","","","","","","例假日停駛","","","","","","",""
"17663","16232","新莊區公所","F205","F205","158963","F205林口長庚醫院","F205 Linkou Chang-Gung Memorial Hospital","10","福興里站","Fuxing Station","林口長庚醫院","Linkou Chang Gung Memorial Hospital","99","99","0730","0730","1300","1300","","","","","","","","","例假日停駛","","","","","","",""
"17664","16232","新莊區公所","F206","F206","158840","F206新泰活動中心","F206 Xintai Activity Center","10","新泰活動中心站","Xintai Activity Center station","林口長庚醫院","Linkou Chang Gung Memorial Hospital","99","99","0700","1000","0800","1600","","","","","","","","","例假日停駛","","","","","","",""
"17664","16232","新莊區公所","F206","F206","158964","F206林口長庚醫院","F206 Linkou Chang-Gung Memorial Hospital","10","新泰活動中心站","Xintai Activity Center station","林口長庚醫院","Linkou Chang Gung Memorial Hospital","99","99","0700","1000","0800","1600","","","","","","","","","例假日停駛","","","","","","",""
"17665","16232","新莊區公所","F207","F207","158841","F207福營行政大樓","F207 Fu camp administration building","10","福營行政大樓站","Fuying administration building station","林口長庚醫院","Linkou Chang Gung Memorial Hospital","99","99","0650","1000","1300","1630","","","","","","","","","例假日停駛","","","","","","",""
"17665","16232","新莊區公所","F207","F207","158965","F207林口長庚醫院","F207 Linkou Chang-Gung Memorial Hospital","10","福營行政大樓站","Fuying administration building station","林口長庚醫院","Linkou Chang Gung Memorial Hospital","99","99","0650","1000","1300","1630","","","","","","","","","例假日停駛","","","","","","",""
"16841","16233","泰山區公所","F212","F212","157968","F212","F212","10","泰山公有市場","Taishan Market","泰山國中","Taishan Junior High School","99","99","0550","0550","1720","1720","","","","","0625","0625","1720","1720","","","","","","","",""
"17559","16233","泰山區公所","F212副","F212sub","158729","F212副","F212 Sub","10","泰山公有市場","Taishan Market","貿商國宅","Maoshang Public Housing","99","99","0640","0640","1820","1820","","","","","0640","0640","1820","1820","","","","","","","",""
"16843","16233","泰山區公所","F213","F213","157970","F213","F213","10","泰山公有市場","Taishan Market","勝隆土雞城","Shenglong","99","99","0550","0550","1655","1655","","","","勝隆土雞城0550發車","0620","0620","1650","1650","勝隆土雞城0620發車","","","","","","",""
"16843","16233","泰山區公所","F213","F213","159223","F213第一班","F213first","10","泰山公有市場","Taishan Market","勝隆土雞城","Shenglong","99","99","0550","0550","1655","1655","","","","勝隆土雞城0550發車","0620","0620","1650","1650","勝隆土雞城0620發車","","","","","","",""
"16845","16233","泰山區公所","F215","F215","157972","F215泰山公有市場","F215Taishan Public Market","10","泰山公有市場","Taishan Market","臺北車站","Taipei Main Sta.","99","99","0600","0600","2100","2100","","","","","0700","0700","2000","2000","","","","","","","",""
"16845","16233","泰山區公所","F215","F215","158979","F215臺北車站(鄭州)","F215Taipei Main Sta. (Zhengzhou)","10","泰山公有市場","Taishan Market","臺北車站","Taipei Main Sta.","99","99","0600","0600","2100","2100","","","","","0700","0700","2000","2000","","","","","","","",""
"16838","16233","泰山區公所","F217","F217","157965","F217","F217","10","明志路三段","Mingzhi Rd. Sec. 3","林口長庚醫院","Linkou Chang-Gung  Hospital","99","99","0800","0800","1500","1500","","","","","","","","","例假日停駛","林口長庚醫院發車: 09:00 11:00 14:00 16:00","","","","","",""
"16839","16233","泰山區公所","F218","F218","157966","F218明志路三段發車","F218","10","明志路三段","Mingzhi Rd. Sec. 3","署立臺北醫院","Taipei Hospital","99","99","0800","0800","1500","1500","","","","","","","","","例假日停駛","署立臺北醫院發車: 09:00 11:00 14:00 16:00","","","","","",""
"16849","16234","五股區公所","F221馬偕","F221Mackay","157976","F221馬偕","F221Mackay","10","馬偕醫院","Mackay Memorial Hospital","大窠橋","Detai Village","99","99","0640","0640","2230","2230","","","","","0830","","2130","","","","","","","","",""
"16851","16234","五股區公所","F222御史","F222Yushi","157978","F222御史","F222 Yushi","10","御史路","Yushi Rd.","陸光站","Luguang Station","99","99","0610","0610","2120","2120","","","","","0820","","1720","","","","","","","","",""
"16852","16234","五股區公所","F222陸光","F222Luguang","157979","F222陸光","F222 Luguang","10","陸光總站","Luguang Station","御史路","Yushi Rd.","99","99","0610","0610","2120","2120","","","","","0820","","1720","","","","","","","","",""
"16855","16234","五股區公所","F223","F223","157982","F223立體停車場","F223Car Park","10","立體停車場","Parking Tower","臺北車站(鄭州)","Taipei Main Sta.(Zhengzhou)","99","99","0610","0650","2200","2230","","每小時一班","","","0700","0800","2100","2230","","","","","","","",""
